unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N1-3,WORLD,Y45-54,ES	3954921 	3697207 	3448010 b	3034344 	3013716 	2898303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,FI	636146 	607211 	649164 	671944 	642189 	681802 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,FR	4700611 	4143574 	3985577 	3916929 	3967204 	3776128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,HR	136652 	137608 	162011 b	207563 	244082 	201542 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,HU	: 	646744 	541307 	559521 	513974 	512793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,IE	353309 	306758 	316524 	274436 	262838 	282526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,IT	2043900 	2270697 	2045575 	1899644 b	2163104 	2584494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,LT	134776 	147721 	149857 	149714 	146109 	139717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,LU	: 	41562 	51147 	43490 	50216 	40596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,LV	151220 	149200 	150565 	131908 	136804 	111282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,MT	20382 	19205 	16072 	13853 	14445 	10672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,NL	1435588 	1403854 	1329712 	1389050 	1266548 	1369898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,NO	640360 	623355 	: 	: 	572190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,PL	1838343 	1819845 	1762956 	1780112 	1320000 	1300000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,PT	478988 	508255 	437865 	398005 	404104 	362344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,RO	448167 	365768 	388802 	354504 	330928 	276099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,SE	1099170 	716734 	699286 	671860 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,SI	118823 	126492 	102770 	107025 e	111218 e	138912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,SK	280658 	208164 	201987 	192433 	199361 b	114643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-54,UK	: 	2876700 	2077000 	2432500 	1715900 	625000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,AT	1564243 	1504884 	1550965 	1474336 	1564320 	1410049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,BE	1252182 b	1307020 	1178306 	981382 	1181002 	913583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,BG	436578 	336243 	347726 	326333 	187487 	161588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,CH	: 	1636713 	1530226 	1463733 	1539516 	1496096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,CY	65159 e	68866 e	60827 e	60817 e	44954 e	81964 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,CZ	1995159 	1914101 	1919205 	1938585 	1754524 	1709221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,DE	16853257 	17549031 	16701209 	17139481 	17237830 	17187002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,DK	: 	594747 	597412 	676151 	701905 	647786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,EE	200958 	177657 	183439 	205518 	184225 	158447 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,EL	423068 	343019 	374205 	372241 	328525 	441018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,ES	6681254 	6158059 	5787378 b	5221810 	5150737 	4921773 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,FI	1266451 	1243648 	1252615 	1316973 	1267219 	1349703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,FR	9147953 	8622740 	8717763 	8443147 	8459705 	8363475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,HR	229561 	247346 	265295 b	331404 	375804 	322203 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,HU	: 	1209946 	1091837 	1150391 	1028281 	1071683 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,IE	621447 	540310 	545406 	518290 	467187 	499429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,IT	3658401 	4052017 	3494125 	3485320 b	3318527 	4125316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,LT	231190 	239247 	238417 	237470 	233273 	224180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,LU	: 	84908 	86700 	71477 	80887 	68393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,LV	257152 	266428 	239930 	222822 	224246 	203263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,MT	33306 	28469 	23244 	20706 	24276 	24694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,NL	2606802 	2603459 	2481341 	2534963 	2421865 	2631056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,NO	1122299 	1096128 	: 	: 	1111840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,PL	3962241 	3859718 	3537088 	3541294 	2820000 	2860000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,PT	911485 	931181 	839276 	776909 	827525 	770989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,RO	824396 	687066 	735712 	677963 	645087 	557085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,SE	2152523 	1090466 	1020159 	1058260 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,SI	205856 	228759 	175564 	188830 e	192129 e	226171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,SK	660761 	571946 	389195 	377061 	413441 b	193168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y45-64,UK	: 	5324900 	4065900 	4356500 	3269700 	1194000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,AT	668899 	614520 	659950 	584525 	655797 	540251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,BE	540120 b	589213 	599353 	406920 	577602 	422557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,BG	177225 	147212 	159976 	151431 	84770 	68721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,CH	: 	681222 	609664 	615569 	588542 	621430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,CY	28981 e	29680 e	26621 e	26470 e	17557 e	34046 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,CZ	901797 	875993 	947128 	975962 	927621 	892575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,DE	8281720 	7871218 	7545005 	7632123 	7656737 	7022993 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,DK	: 	297186 	257228 	313217 	324134 	315617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,EE	85673 u	84571 u	71343 	91014 	82398 	68086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,EL	180047 	134510 	151762 	145652 	149605 	178539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,ES	2726333 	2460852 	2339368 b	2187466 	2137021 	2023470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,FI	630305 	636437 	603451 	645029 	625030 	667901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,FR	4447341 	4479166 	4732186 	4526218 	4492501 	4587347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,HR	92909 	109738 	103284 b	123841 	131723 	120663 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,HU	: 	563202 	550530 	590870 	514307 	558890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,IE	268137 	233552 	228882 	243853 	204349 	216903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,IT	1614502 	1781320 	1448550 	1585676 b	1155423 	1540821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,LT	96415 	91526 	88560 	87756 	87164 	84463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,LU	: 	43346 	35553 	27987 	30671 	27798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,LV	105932 	117228 	89365 	90914 	87442 	91981 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,MT	12924 u	9264 u	7173 	6853 	9831 	14022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,NL	1171214 	1199605 	1151629 	1145914 	1155318 	1261159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,NO	481939 	472773 	: 	: 	539650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,PL	2123898 	2039874 	1774132 	1761182 	1500000 	1560000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,PT	432497 	422926 	401411 	378904 	423421 	408645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,RO	376229 	321298 	346910 	323459 	314159 	280986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,SE	1053353 	373732 	320873 	386400 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,SI	87032 	102268 	72795 	81805 e	80911 e	87259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,SK	380103 	363782 	187208 	184627 	214080 b	78525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y55-64,UK	: 	2448200 	1988800 	1925000 	1553800 	569000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,AT	4324150 	4292276 	4195713 	4130375 	4264321 	4119170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,BE	3593973 b	3206234 	2970031 	2665112 	2863748 	2206533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,BG	1359755 	1027332 	1024039 	1072023 	656285 	545011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,CH	: 	4666464 	4557444 	4345410 	4372054 	4276835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,CY	248715 e	274419 e	239165 e	246994 e	212165 e	303695 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,CZ	6374793 	6247174 	6107778 	6226692 	5527683 	5658708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,DE	46337128 	50657581 	48199996 	49029356 	50068574 	49895720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,DK	: 	2079622 	2009893 	2218049 	2114792 	2041126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,EE	700280 	606113 	570830 	713966 	596824 	584471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,EL	1121788 	951804 	1077222 	1080235 	856216 	1300026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,ES	20150650 	18417748 	17901013 b	14485336 	14398283 	14344187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,FI	3886110 	3878073 	3792187 	3821595 	3769445 	3850333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,FR	28902754 	26129306 	26356314 	26163620 	26050136 	26484794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,HR	752541 	767760 	799160 b	1044893 	1115937 	1252108 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,HU	: 	3572737 	3362673 	3331117 	3085293 	3296927 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,IE	1866111 	1766274 	1683506 	1693883 	1558586 	1670101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,IT	9841982 	11263009 	10156932 	9207873 b	9795305 	11788635 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,LT	747404 	755791 	760204 	758073 	756336 	705242 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,LU	: 	252348 	270807 	221069 	250057 	207700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,LV	769073 	828852 	784997 	752748 	736221 	655401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,MT	102975 	99512 	81801 	87579 	85515 	85100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,NL	7820627 	7804466 	7460235 	7716141 	7618271 	8053928 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,NO	3252539 	2923239 	: 	: 	3181800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,PL	13763180 	13408325 	12379398 	11585800 	10100000 	10810000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,PT	2660677 	2730658 	2624702 	2474601 	2602737 	2223751 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,RO	2750546 	2400261 	2618004 	2492287 	2489783 	2055174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,SE	5647239 	3572375 	3370545 	3174420 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,SI	625437 	664749 	538088 	581164 e	559414 e	639494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,SK	2097906 	1516980 	1358427 	1203789 	1245513 b	634090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE15,UK	: 	12241150 	12131100 	13463400 	11769700 	4583000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,AT	634071 	588411 	558177 	575903 	549249 	568257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,BE	427870 b	451540 	455589 	323402 	404446 	252971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,BG	141723 	80832 	104352 	115818 	95562 	56398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,CH	: 	718439 	738795 	710162 	671787 	624862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,CY	27371 e	30441 e	23599 e	20133 e	18205 e	29721 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,CZ	1069604 	1122957 	1054438 	1049792 	848454 	881829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,DE	9385442 	10287744 	9698843 	9094875 	9880752 	9691829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,DK	: 	366439 	491242 	365799 	465869 	300801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,EE	83433 u	71245 u	66140 	86538 	68675 	60443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,EL	134229 	103385 	125296 	116084 	90875 	154414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,ES	2249536 	1822451 	1849465 b	1859251 	1787904 	1715205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,FI	775142 	756972 	672778 	649624 	642877 	647481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,FR	5467540 	4922758 	4867712 	4703810 	4488965 	4466440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,HR	73810 	66174 	68526 b	104239 	104877 	138248 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,HU	: 	605689 	521664 	448977 	440124 	456978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,IE	261909 	234736 	233176 	203177 	207415 	219780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,IT	1313227 	1509591 	1749462 	1244991 b	879981 	1194602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,LT	96176 	89375 	88141 	87263 	87545 	84245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,LU	: 	29888 	27200 	24045 	23543 	16645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,LV	81001 	87129 	85573 	64499 	58359 	76012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N1-3,WORLD,Y_GE65,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
