unit,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,DOT,F,DK	: 	471663 	457836 	398296 	384824 	303324 	255788 	195013 	212627 	168622 	184140 	184140 	297071 	188397 	253000 	261600 	264800 	192100 	226200 	223300 	258000 	315100 	: 	: 
NR,N_GE4,DOT,F,EE	74901 u	35958 u	49335 	68999 	66419 	43650 b	: 	: u	56275 	53195 	45480 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,EL	96820 	75046 	83915 	88397 	71059 	58938 	26553 	32409 	47155 	45868 	34908 	18628 	33169 	21241 	25458 	28551 	41011 	36690 	19850 	12576 	17874 	28061 	55871 	55871 
NR,N_GE4,DOT,F,ES	2115820 	1924480 	1748071 b	814518 	811965 	856865 	983091 	986330 	1008031 	1049124 	917076 	927817 	746263 	573031 	256874 	228915 	203915 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,FI	473266 	609436 	592491 	513885 	523851 	493033 b	435000 	432000 	391000 	418000 	386000 	438000 	415000 	366000 	359000 	314000 	336000 	332000 	332000 	239000 	311000 	223000 	: 	239000 
NR,N_GE4,DOT,F,FR	3754714 	3388565 	4007266 	4113004 	4061872 	3834290 	3813791 	3870280 	3633440 	4198451 	4188705 	4091134 	4318002 	3667000 	3394000 	: 	3323000 	3496000 	3431000 	3470000 	3329000 	: 	: 	: 
NR,N_GE4,DOT,F,HR	79778 	66801 	60081 b	67846 	82498 	80614 	79185 	111822 	100443 	111019 	160821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,HU	: 	287954 	244413 	276725 	281575 	293901 b	237323 	142992 	155216 	219483 	292818 	47589 	110821 	118422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,IE	512825 	469294 	433323 	427541 	416961 	387345 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19229 	: 	: 
NR,N_GE4,DOT,F,IT	1393664 	1716174 	1185137 	1181102 b	869489 	649785 	1795003 	1966510 	2032311 	1830778 	1616274 	1605860 	1582357 	1579230 	1587158 	1570588 	1540660 	1498974 	1390459 	1588495 	1269203 	: 	: 	: 
NR,N_GE4,DOT,F,LT	12146 u	12077 u	10877 u	4541 	10260 u	5884 u	: u	: u	: u	: u	11840 	6436 	7276 	5251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,LU	: 	: c	: c	5655 	3860 	5139 	0 	9659 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,LV	44755 	47894 	52640 	42651 	26280 	29447 	40907 	1536 	2977 	336 	2475 	3058 	1215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,MT	16541 	10042 	7432 	9643 	10111 	6363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,NL	1163047 	1164847 	1146291 	1097548 	1141931 	1231162 b	2136000 	2082000 	2058000 	2077000 	1887000 	1898000 	1933000 	1988000 	1922000 	1920000 	870000 	726000 	804000 	832000 	: 	: 	: 	: 
NR,N_GE4,DOT,F,NO	695696 	602867 	: 	: 	715410 	: 	622241 	550206 	550206 	596718 	356557 	417357 	440730 	434861 	376700 	405723 	361240 	310289 	358612 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,PL	904504 	917608 	914337 	798407 	780000 	720000 	660000 e	697000 	860000 	876000 	789000 	715000 	580000 	496000 e	610000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,PT	296714 	302278 	285795 	228667 	210327 	121576 	84945 	109157 	123759 	45127 	63834 	133297 	137189 	177725 	61055 	134998 	158491 	109617 	84301 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,RO	19202 	14412 	25158 	17497 	11989 	3173 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,SE	959098 	826374 	906864 	885300 	: 	193988 	152382 	121882 	101819 	146819 	115573 	142646 	: 	: 	: 	: 	: 	: 	: 	: 	877000 	: 	: 	: 
NR,N_GE4,DOT,F,SI	61696 	55659 	45793 	52918 e	51392 e	67249 	95000 	85000 	91000 	100195 	86031 	80315 	97848 	70656 	75553 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,SK	250133 	178116 	150414 u	68618 	78279 b	41874 	67542 	73656 	78427 	40027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,UK	: 	1613900 	1897100 	1613500 	2024700 	2499000 	2595000 	2310000 	2275000 	2352000 	2578000 	2632000 	2711000 	2760000 	3360000 	286000 	297000 	292000 	2100000 	1960000 	1860000 	2300000 	: 	: 
NR,N_GE4,DOT,M,AT	1120447 	1124216 	1029183 	1078443 	1069993 	1112138 	1058562 	1022626 	1016071 	1035180 	897758 	1125920 	810455 	185708 	172501 	262514 	278324 	307530 	290667 	239000 	: 	: 	: 	: 
NR,N_GE4,DOT,M,BE	1066717 b	729461 	731732 	489492 	650460 	428155 	234841 	197104 	199710 	172996 	220869 	183229 	283219 	211480 	230282 	180682 	168160 	: 	190621 	252362 	: 	241308 	: 	: 
NR,N_GE4,DOT,M,BG	42698 	15325 	40352 	23897 	19420 	10372 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CH	: 	550724 	550557 	656268 	751695 	547498 	: u	487697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CY	74433 e	83215 e	72689 e	70208 e	27428 e	34729 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CZ	813167 	798242 	745173 	722178 	679356 	844705 e	790417 	286061 	642093 e	542915 e	628247 	594935 	554755 	534758 	469312 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,DE	6431389 	6464122 	6138325 	5786741 	5567677 	6398687 	4580152 	4427163 	1229174 e	3920010 	2772001 	2304460 	3154120 	2502000 	3211000 	: u	2119000 	1925000 	: u	: u	: u	: 	: 	: 
NR,N_GE4,DOT,M,DK	: 	357209 	372311 	387500 	340285 	265557 	244802 	177256 	167207 	202258 	146221 	146221 	188527 	149288 	231100 	170600 	209400 	204500 	210200 	187700 	261000 	231700 	: 	: 
NR,N_GE4,DOT,M,EE	: c	: c	32242 	38118 	40354 	40162 b	: 	: u	25225 	: u	37126 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,EL	69383 	50209 	72670 	66428 	59142 	43004 	19508 	21110 	16596 	32853 	29800 	28881 	39604 	9509 	12340 	24820 	25568 	37741 	9988 	12470 	14049 	26301 	47283 	47283 
NR,N_GE4,DOT,M,ES	1701694 	1609433 	1532967 b	653330 	685492 	716442 	838760 	821631 	828905 	852441 	757147 	821583 	640029 	524591 	224046 	199578 	162370 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,FI	586424 	527414 	526424 	451073 	552867 	497200 b	357000 	316000 	383000 	376000 	373000 	338000 	346000 	309000 	236000 	273000 	320000 	227000 	231000 	239000 	286000 	201000 	: 	239000 
NR,N_GE4,DOT,M,FR	3609103 	4128165 	3620971 	3652797 	3545767 	3347724 	3574675 	3453381 	3487916 	3349896 	3514927 	3636786 	3592362 	3270000 	2836000 	: 	2528000 	2791000 	2702000 	2701000 	2588000 	: 	: 	: 
NR,N_GE4,DOT,M,HR	86987 	60599 u	60737 b	72788 	94731 	87411 	65884 	107341 	139427 	74351 	136306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,HU	: 	255181 	233266 	226519 	224564 	257590 b	225907 	139890 	147714 	181318 	248611 	39695 	91376 	91020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,IE	433335 	389094 	364539 	392358 	364577 	387116 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15585 	: 	: 
NR,N_GE4,DOT,M,IT	1526318 	1561978 	1382342 	1124475 b	708005 	721131 	1785465 	2072687 	2015068 	1756945 	1570134 	1561444 	1545104 	1528463 	1549186 	1522199 	1492144 	1436217 	1342455 	1528677 	1222236 	: 	: 	: 
NR,N_GE4,DOT,M,LT	11570 u	10386 u	11064 u	16847 	11079 u	6167 u	: u	: u	: u	: u	10886 	4182 	4754 	6003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,LU	: 	: c	: c	2522 	4447 	5673 	264 	9656 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,LV	39090 	41652 	43394 	41156 	18093 	21318 	33470 	2085 	2809 	1064 	1324 	2594 	2467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,MT	15778 	10284 	11528 	13250 	9611 	7774 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,NL	1091643 	1083283 	1032657 	918993 	1052434 	1050215 b	2111000 	2066000 	1915000 	1921000 	1913000 	1772000 	1780000 	1731000 	1834000 	1744000 	951000 	836000 	754000 	830000 	: 	: 	: 	: 
NR,N_GE4,DOT,M,NO	659361 	610359 	: 	: 	603750 	: 	592741 	476272 	476272 	555040 	302696 	288569 	358629 	349553 	332648 	286546 	270613 	247139 	347550 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,PL	913512 	873678 	869407 	868086 	780000 	730000 	606000 e	637000 	640000 	826000 	824000 	530000 	492000 	556000 e	420000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,PT	278123 	276434 	283426 	238256 	189475 	100198 	74621 	95285 	85610 	37563 	59066 	124421 	103000 	118025 	75121 	112323 	103006 	101596 	62916 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,RO	25973 	17444 	23524 	26009 	13681 	1411 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,SE	871921 	786523 	1065502 	753620 	: 	132576 	123388 	135211 	101614 	119106 	97130 	104103 	: 	: 	: 	: 	: 	: 	: 	: 	740000 	: 	: 	: 
NR,N_GE4,DOT,M,SI	48524 	49479 	48354 	47932 e	48660 e	54350 	83000 	73000 	95000 	83156 	83289 	83200 	96017 	65941 	57465 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,SK	195178 	170267 	158466 u	79622 	86364 b	71784 	46760 	44194 	48263 	65044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,UK	: 	1209300 	1484000 	1168400 	1583400 	1973000 	1960000 	2204000 	1802000 	1999000 	2648000 	1752000 	2572000 	2560000 	3100000 	264000 	233000 	212000 	1750000 	1760000 	1770000 	2300000 	: 	: 
NR,N_GE4,DOT,T,AT	2408121 	2350563 	2272509 	2217916 	2364685 	2326191 	2260196 	2202831 	2208920 	2245893 	1982206 	2302160 	1794554 	489357 	415558 	568175 	581114 	615051 	596534 	506000 	: 	570200 	: 	: 
NR,N_GE4,DOT,T,BE	2214334 b	1551597 	1412709 	1039597 	1413416 	950768 	476183 	444032 	419660 	451547 	462787 	452942 	584707 	495787 	492863 	401152 	382146 	: 	412660 	548563 	: 	473048 	: 	: 
NR,N_GE4,DOT,T,BG	111316 	32916 	72425 	44038 	33540 	23011 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,CH	: 	1217475 	1261273 	1297875 	1399792 	1206266 	482314 	1054988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,CY	163584 e	172425 e	155992 e	151851 e	51563 e	77361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,CZ	1768239 	1707832 	1472703 	1512972 	1364432 	1669787 e	1692186 	612500 	1246850 e	1061467 e	1281673 	1213713 	1125172 	1084613 	945041 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,DE	13537613 	12840663 	12429234 	12904697 	12211150 	12470758 	10263824 	10005238 	2563427 e	8274773 	4966917 	4448631 	6246600 	5362000 	6530000 	4412000 	3995000 	4034000 	: u	10100000 	: u	: 	: 	: 
NR,N_GE4,DOT,T,DK	: 	828872 	830147 	785796 	725109 	568881 	500590 	372269 	379834 	370880 	330361 	330361 	485597 	337685 	484100 	432200 	474200 	396600 	436500 	411100 	519000 	546900 	: 	: 
NR,N_GE4,DOT,T,EE	124982 u	70103 u	81577 	107117 	106773 	83812 b	: 	: u	81499 	88754 	82606 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,EL	166203 	125255 	156585 	154825 	130201 	101942 	46061 	53519 	63750 	78721 	64708 	47509 	72773 	30750 	37798 	53371 	66579 	74431 	29838 	25046 	31923 	54362 	103154 	103154 
NR,N_GE4,DOT,T,ES	3817514 	3533913 	3281038 b	1467847 	1497456 	1573307 	1821851 	1807962 	1836937 	1901565 	1674222 	1749400 	1386292 	971566 	436415 	379702 	366287 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,FI	1059690 	1136850 	1118915 	964958 	1076718 	990233 b	791000 	748000 	775000 	794000 	759000 	776000 	761000 	675000 	595000 	588000 	656000 	560000 	563000 	478000 	597000 	424000 	183000 	478000 
NR,N_GE4,DOT,T,FR	7363817 	7516730 	7628237 	7765801 	7607639 	7182013 	7388466 	7323661 	7121357 	7548346 	7703632 	7727920 	7910364 	6937000 	6230000 	: 	5851000 	6286000 	6133000 	6171000 	5917000 	: 	: 	: 
NR,N_GE4,DOT,T,HR	166765 	127400 	120818 b	140634 	177229 	168025 	145069 	219163 	239870 	185371 	297127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,HU	: 	543135 	477679 	503244 	506139 	551491 b	463230 	282882 	302930 	400801 	541429 	87283 	202197 	209442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,IE	946160 	858388 	797862 	819899 	781539 	774461 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,IT	2919982 	3278152 	2567479 	2305577 b	1577494 	1370917 	3580468 	4039198 	4047379 	3587723 	3186406 	3167305 	3127462 	3107693 	3136344 	3092787 	3032804 	2935191 	2732913 	3117172 	2491438 	: 	: 	: 
NR,N_GE4,DOT,T,LT	23716 u	22463 u	21941 u	21388 	21339 u	12051 u	: u	: u	: u	: u	22726 	10618 	12030 	11254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,LU	: 	10348 u	13599 u	8177 	8307 	10812 	264 	19315 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	1000 	1000 	: 	: 	: 
NR,N_GE4,DOT,T,LV	83845 	89546 	96034 	83807 	44373 	50765 	74377 	3621 	5786 	1400 	3799 	5652 	3682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,MT	32319 	20326 	18960 	22892 	19721 	14136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,NL	2254690 	2248130 	2178948 	2016542 	2194365 	2281377 b	4247000 	4148000 	3973000 	3998000 	3799000 	3670000 	3714000 	3719000 	3755000 	3664000 	1821000 	1562000 	1558000 	1662000 	: 	: 	: 	: 
NR,N_GE4,DOT,T,NO	1355057 	1213226 	: 	: 	1319160 	: 	1214981 	1026479 	1026479 	1151758 	659253 	705926 	799359 	784414 	709348 	692269 	631853 	557428 	706162 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,PL	1818016 	1791286 	1783744 	1666492 	1560000 	1450000 	1266000 e	1334000 	1500000 	1702000 	1613000 	1245000 	1072000 	1052000 e	1030000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,PT	574837 	578712 	569221 	466923 	399802 	221774 	159566 	204442 	209368 	82690 	122900 	257718 	240189 	295750 	136177 	247321 	261496 	211213 	147217 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,RO	45175 	31856 	48682 	43506 	25670 	4584 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,SE	1831019 	1612897 	1972366 	1638920 	: 	326564 	275770 	257094 	203433 	265925 	212703 	246748 	: 	: 	: 	: 	: 	: 	: 	: 	1617000 	: 	: 	: 
NR,N_GE4,DOT,T,SI	110220 	105138 	94148 	100850 e	100052 e	121599 	178000 	158000 	186000 	183351 	169320 	163515 	193865 	136597 	133019 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,SK	445311 	348383 	308880 u	148240 	164643 b	113658 	114302 	117850 	126690 	105071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,T,UK	: 	2823230 	3381100 	2781900 	3608100 	4472000 	4555000 	4515000 	4077000 	4351000 	5226000 	4384000 	5282000 	5320000 	6460000 	551000 	535000 	504000 	3850000 	3720000 	3640000 	4600000 	: 	: 
NR,N_GE4,OUT,F,AT	677633 	758937 	701263 	753289 	611355 	610643 	684593 	651222 	633365 	662151 	696137 	383679 	601971 	1011444 	1081108 	956669 	1063077 	1192470 	961885 	964900 	: 	: 	: 	: 
NR,N_GE4,OUT,F,BE	1197630 b	1819482 	1639279 	1670878 	1721122 	1320982 	1817963 	1788148 	1729763 	1669246 	1555976 	1535713 	1652856 	1579100 	1487287 	1317832 	1340526 	: 	1281729 	1566415 	: 	1957806 	: 	: 
NR,N_GE4,OUT,F,BG	93609 	78466 	88466 	41330 	61071 	50676 b	133347 e	111784 e	164731 e	173233 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,CH	: 	1902040 	1714099 	1673968 	1588223 	1535600 	1798876 	1456773 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,CY	64530 e	60374 e	57802 e	61062 e	53604 e	97869 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,CZ	706148 	673331 	816009 	795403 	744412 	720624 e	722363 	1078994 	515776 e	684500 e	619057 	586232 	661704 	637851 	595172 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,DE	10782320 	10685447 	10688352 	10463042 	10514362 	11086813 	11000222 	10710959 	13264330 e	10154483 	12768922 	17906686 	17059596 	12842000 	12486000 	13815000 	15591000 	15368000 	16700000 	18800000 	15900000 	: 	: 	: 
NR,N_GE4,OUT,F,DK	: 	872937 	829186 	893651 	907236 	1022925 	966205 	1069421 	1089812 	1047523 	998198 	998198 	802145 	900595 	771400 	783100 	774100 	1059400 	908600 	797400 	860000 	917200 	: 	: 
NR,N_GE4,OUT,F,EE	137814 	172439 	145441 	132508 	116252 	115813 b	: u	: u	164532 	144282 	114634 	102234 	86905 	60107 	87709 	72938 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,EL	148225 	162950 	142416 	146615 	152819 	137871 	164519 	217311 	197308 	280997 	207226 	253716 	254462 	219154 	200022 	213757 	256218 	217482 	173513 	120005 	170288 	196007 	126882 	126882 
NR,N_GE4,OUT,F,ES	1556267 	1561223 	1535682 b	1083936 	1054840 	1108432 	1211959 	1120875 	1213992 	1134618 	1162595 	983084 	859902 	726737 	1102405 	1020238 	858989 	1521971 	1056322 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,EU27	: 	: 	: 	: 	: 	: 	36765222 e	37345903 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,EU28	: 	: 	: 	: 	: 	: 	36903066 e	37453419 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,FI	407346 	343503 	340114 	363070 	365061 	334417 b	349000 	333000 	353000 	346000 	332000 	328000 	305000 	255000 	247000 	225000 	221000 	220000 	252000 	220000 	208000 	238000 	: 	220000 
NR,N_GE4,OUT,F,FR	2059487 	1882290 	1920877 	1924904 	1879166 	1885894 	1838694 	1685452 	1910177 	1560836 	1435262 	1417862 	1372234 	1493000 	1339000 	: 	1378000 	1383000 	1350000 	1175000 	1199000 	: 	: 	: 
NR,N_GE4,OUT,F,HR	118949 	85957 	102702 b	164470 	102946 	144152 	137844 	107516 	120988 	131899 	104831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,HU	: 	528849 	509525 	398137 	367318 	394744 b	372132 	588845 	474512 	532223 	292037 	358789 	625515 	611262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,IE	461390 	495934 	456502 	479736 	373351 	441296 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	747000 	: 	: 	: 	: 
NR,N_GE4,OUT,F,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24819 	: 	: 
NR,N_GE4,OUT,F,IT	2443513 	1957480 	1965336 	2025132 b	1977520 	2518976 	2436668 	2414735 	2554627 	2307009 	1690656 	1679763 	1655178 	1651907 	1660200 	1642867 	1611562 	1498632 	1519985 	1441042 	1320760 	: 	: 	: 
NR,N_GE4,OUT,F,LT	310085 	302644 	298522 	295305 	282376 	266132 	407404 	361614 	312224 	421623 	310697 	285683 	243762 	131278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,LU	: 	173100 	167623 	142361 	159739 	144906 	152334 	116814 	153465 	154486 	119816 	97000 	117000 	116000 	119000 	110000 	109000 	110000 	112000 	111000 	104000 	: 	: 	: 
NR,N_GE4,OUT,F,LV	179503 	192093 	164131 	160528 	169584 	130527 	143604 	72931 	56584 	83244 	69845 	64883 	52862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,MT	69389 	59757 	52195 	50719 	46291 	37615 b	56150 	73968 	70371 	51602 	47724 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,NL	3122623 	2892891 	2848298 	2756825 	2813607 	2764632 b	1839000 	1844000 	1661000 	1770000 	1706000 	1659000 	1721000 	1663000 	1707000 	1601000 	2433000 	2597000 	2543000 	2526000 	: 	: 	: 	: 
NR,N_GE4,OUT,F,NO	691042 	596785 	: 	: 	652320 	: 	656843 	535466 	535466 	563174 	720023 	598319 	513872 	557734 	499963 	480268 	484662 	503971 	436281 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,PL	1186822 	1104088 	1003859 	1472615 	1070000 	990000 	1267000 e	1333000 	1337000 	1294000 	1208000 	948000 	765000 	662000 e	500000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,PT	171831 	135569 	150453 	122534 	132933 	142899 	183769 	187402 	190715 	173607 	205508 	243949 	261347 	279369 	223925 	250535 	163095 	212578 	249020 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,RO	105902 	105877 	111696 	104603 	103591 	85899 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,SE	1076316 	747131 	772477 	678600 	: 	1493472 	1488771 	1391446 	1437052 	1429574 	1382526 	1253832 	: 	: 	: 	: 	: 	: 	: 	: 	1656000 	: 	: 	: 
NR,N_GE4,OUT,F,SI	395892 	336759 	346441 	340837 e	319154 e	312243 	346000 	304000 	306000 	312846 	329018 	329819 	308453 	309391 	295119 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,SK	530552 	545321 	540601 	555756 	463716 b	693909 	675420 	824952 	736007 	795539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,F,UK	: 	6533000 	6398300 	6389000 	8433000 	7020000 	7109000 	7786000 	6557000 	7103000 	6915000 	7012000 	7291000 	7930000 	7690000 	5974000 	6188000 	5817000 	6030000 	7690000 	7780000 	8280000 	: 	: 
NR,N_GE4,OUT,M,AT	687129 	666553 	694869 	642534 	626686 	639779 	644668 	666891 	578027 	633735 	699458 	309095 	619912 	969323 	972611 	901050 	1002108 	1094534 	878092 	919800 	: 	: 	: 	: 
NR,N_GE4,OUT,M,BE	1223371 b	1550162 	1478944 	1585401 	1628671 	1321451 	1713694 	1770992 	1670083 	1561187 	1515301 	1455531 	1551171 	1416318 	1385204 	1268491 	1330966 	: 	1231022 	1553536 	: 	1850116 	: 	: 
NR,N_GE4,OUT,M,BG	79944 	60156 	64475 	31959 	44076 	50205 b	117504 e	97369 e	99659 e	76472 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,M,CH	: 	1859248 	1741520 	1615956 	1473259 	1512200 	1662703 	1586591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,OUT,M,CY	57947 e	54567 e	47643 e	48716 e	45387 e	83147 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
