unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NR,TOTAL,N_GE1,DOM,Y45-64,IT	83002076 	83565310 	58317990 	70265755 b	91082833 	97983010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,LT	2098165 	2080199 	2198921 	2138923 	1888890 	1868891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,LU	: 	12517 u	21226 u	22259 u	20985 u	15000 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,LV	: 	2003594 	1629972 	2211121 	2136373 	2206581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,MT	220667 	161855 	119163 	118530 b	139493 	230041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,NL	30907635 	32532411 	31679842 	31703186 	32176886 	36269139 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,NO	19545071 	20040430 	17769708 	22443328 	14956050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,PL	64138713 	63088129 	53103651 	52941276 b	61715389 	58573543 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,PT	19782822 	17019398 	17308569 	14821938 	19334338 	16668799 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,RO	16952541 	15792437 	16423041 	16694178 	16720566 	15626453 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,SE	: 	29525490 	28235277 	25278628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,SI	1889678 	1724049 	1568121 	1567475 	1682116 	1883415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,SK	8824550 	8342282 	6857830 	5882345 	4293285 b	6292636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y45-64,UK	: 	: 	: 	: 	114084228 	120067064 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,AT	6817290 	6688899 	6045931 	6192789 	5916911 	5927982 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,BE	1928656 b	2444013 	2384229 	1882880 	2468715 	2228902 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,BG	2118297 	1649122 	1357860 	1534215 	1746999 	1389929 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,CH	: 	4001534 	4115311 	3666976 	4267151 	4083515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,CY	687994 	611600 	588416 	662955 	770652 	538932 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,CZ	16586321 	14597025 	15448125 	16097820 	14918768 	18124841 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,DE	94933119 	100124866 	95445737 	89971431 	92922779 	92312380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,DK	: 	7494017 	11974282 	8923264 	9655643 b	7884373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,EA	: 	: 	: 	469344951 e	487808757 e	493244600 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,EE	688062 	661544 	612642 	557216 	348753 	689190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,EL	: 	8075546 	8285903 	8719395 	8042593 	6481298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,ES	80849279 	80168907 	71159311 b	82327102 	88135644 	83750205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,EU27	: 	: 	614440051 e	636834134 e	633194582 e	637531782 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,EU28	: 	: 	618017757 e	641854845 e	637170834 e	640522042 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,FI	13114997 	12037525 	13173610 	12510124 	13150389 	13559257 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,FR	173666144 	184769286 	191158297 	205258240 	200546675 	204140986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,HR	2844918 	2695973 	3781539 	5066844 	4002608 	3035551 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,HU	5431010 	5506835 	6697082 	7345395 	6569149 	7657893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,IE	2628415 	2552713 	2562271 	3253670 	3028785 	3291681 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,IT	35657316 	34173364 	25544193 	29749435 b	40807895 	47381380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,LT	939806 	933638 	993863 	971200 	864357 	785013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,LV	: 	1138495 	895636 	953158 	1099426 	1067860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,MT	87206 	44996 	44793 	37256 bu	77356 u	135228 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,NL	15971069 	16804384 	16669650 	16836941 	17139786 	18846810 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,NO	10196928 	9365970 	8770619 	10853702 	8031033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,PL	37139981 	37250495 	30524500 	32020883 b	34190470 	29537810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,PT	9839174 	8645503 	9334096 	8130173 	11007626 	9901806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,RO	8351701 	7904040 	9087067 	8973667 	9006073 	8453136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,SE	: 	11846623 	11833038 	9937368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,SI	1022427 	860940 	774973 	846009 	866701 	966379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,SK	5129117 	4716803 	3884762 	3086739 	2509133 b	3025715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y55-64,UK	: 	: 	: 	: 	55313453 	57336573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,AT	38290032 	40030682 	36979775 	37508957 	39239689 	37684466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,BE	10232724 b	11803422 	10722496 	8928601 	11037775 	11589887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,BG	17657842 	11977231 	10199541 	12475988 	14909073 	11857124 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,CH	: 	24697194 	21967977 	26089499 	26281045 	24715831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,CY	3713917 	3814466 	3374489 	4491171 	4673615 	4361062 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,CZ	101001956 	98081852 	86913645 	97656604 	91407995 	94981328 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,DE	551345687 	589171749 	611975013 	570009772 	567365856 	566722964 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,DK	: 	51351643 	66154688 	58831786 	55566796 b	50591407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,EA	: 	: 	: 	2712034999 e	2796424926 e	2819015332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,EE	6717523 	6660765 	5978956 	5372356 	3786656 	4709541 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,EL	: 	49173106 	50497926 	56100554 	50162400 	47782214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,ES	517501822 	508758036 	476458940 b	528465198 	562925467 	553571278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,EU27	: 	: 	3604458532 e	3741209594 e	3659752157 e	3701592778 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,EU28	: 	: 	3627769107 e	3768729784 e	3689494775 e	3730303430 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,FI	80462230 	80726374 	78887957 	78828121 	82778658 	81742693 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,FR	906553289 	894061378 	914664132 	1026057420 	1030896713 	1028831354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,HR	19741646 	18136964 	24214087 	28039661 	29767048 	28759840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,HU	36080222 	36573673 	38139718 	39102242 	38061996 	45910616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,IE	19106171 	18655836 	17906013 	16686773 	16263454 	16368179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,IT	235988232 	230243909 	204633075 	218075497 b	248179072 	285426120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,LT	6991175 	6910430 	7174677 	6999646 	7069085 	6835960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,LU	: 	99214 	101000 	73879 	113046 	121310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,LV	: 	7231428 	6541646 	8446934 	7288832 	8115946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,MT	708483 	630270 	562690 	509876 b	468406 	598219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,NL	94271187 	97322767 	93312610 	92636699 	97202315 	107793362 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,NO	52761251 	49829731 	47613416 	56115008 	44249606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,PL	214207468 	203038084 	186758670 	177667110 b	195473538 	196265288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,PT	55672602 	51337199 	52301152 	49794523 	59744431 	47588478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,RO	60296496 	58000444 	57640945 	61716967 	64127086 	63742152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,SE	: 	108249134 	104832198 	91993967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,SI	4871402 	5024063 	4511014 	4882851 	5362018 	5543663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,SK	22808904 	23914130 	19987596 	17089425 	15882234 b	18233734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE15,UK	: 	: 	: 	: 	319937939 	334309666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,AT	7252283 	7409563 	7085994 	7085826 	6783633 	6929288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,BE	2164740 b	2638598 	1901131 	1337370 	1997352 	3288510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,BG	1410792 	1232208 	1146712 	1206664 	1436632 	1113245 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,CH	: 	5375563 	4231912 	5939398 	5215299 	4926593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,CY	1335044 	1341093 	957589 	1382477 	932394 	1196076 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,CZ	25731485 	28498208 	21746969 	29381786 	23105615 	21075467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,DE	125507363 	131132456 	136595657 	123451113 	123590973 	110318508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,DK	: 	10127490 	14787838 	11447034 	10640851 b	8431133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,EA	: 	: 	: 	631340175 e	617253779 e	586702759 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,EE	769239 	711486 	725634 	628240 	324559 	318795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,EL	: 	13013558 	12357459 	13997922 	12963918 	9750370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,ES	108543253 	106708295 	95530553 b	120430037 	121859009 	104742527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,EU27	: 	: 	849444302 e	855947364 e	791103408 e	745601713 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,EU28	: 	: 	853439816 e	859112335 e	795333159 e	748773498 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,FI	14403045 	15205070 	14596499 	12764616 	13330862 	11327440 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,FR	239183981 	258195785 	255309203 	262730965 	254217885 	250977905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,HR	3299080 	2978127 	4396887 	3677749 	4276645 	3230882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,HU	8363735 	8233341 	7631666 	8155323 	7874385 	9303215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,IE	3149249 	3107182 	2821593 	3943510 	3748806 	3763873 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,IT	54770926 	54226149 	52167186 	46994228 b	40546047 	46241525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,LT	1099047 	1095093 	1117834 	1117369 	1198748 	882681 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,LU	: 	: u	: u	: u	25981 u	39796 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,LV	: 	1240507 	1005638 	942843 	1178793 	1344387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,MT	95830 	71007 	104506 	55678 b	77237 u	48785 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,NL	24737428 	24699152 	23811637 	21472815 	21187118 	24028013 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,NO	8807126 	6462670 	6237354 	9101759 	7857589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,PL	49104790 	46670235 	35595997 	36357635 b	38867775 	27135278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,PT	14025905 	12094159 	12996645 	12428924 	12939054 	10199126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,RO	7317299 	7694521 	8079665 	8258752 	7501985 	8251475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,SE	: 	21712073 	29187307 	19230393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,SI	878066 	1019066 	957173 	834751 	780223 	929564 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,SK	4774877 	4631569 	3473876 	3490009 	1872992 b	2530479 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_GE65,UK	: 	: 	: 	: 	67026343 	67270940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_LT15,CH	: 	: 	: 	5475559 	5562273 	4809676 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_LT15,DK	: 	: 	: 	297128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_LT15,ES	: 	: 	: 	93369934 	94854539 	94359005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,Y_LT15,NL	: 	: 	: 	19205677 	19782762 	19206533 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,AT	11503144 	10899645 	11117050 	10748109 	10843585 	9954072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,BE	12515933 b	12853196 	10874608 	12097728 	9696603 	8940977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,BG	539735 	277574 u	595730 u	586530 u	972657 u	899192 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,CH	: 	14813962 	17603509 	12791784 	12415562 	9056795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,CY	2336430 	2225728 	2549059 	2571862 	1980565 	3841612 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,CZ	5865415 	4522320 	5288601 	4509501 	5182089 	4917384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,DE	108782142 	112390305 	109648890 	113031603 	112163121 	97814699 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,DK	: 	8335499 	8415677 	8779259 	8503096 b	8816180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,EA	: 	: 	: 	255875404 e	245252301 e	238920163 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,EE	1444079 	1063707 	2473215 	1407480 	1748803 	1329629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,Y15-24,EL	: 	779229 	986722 	955880 	1035357 	824129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
