unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
NR,TOTAL,N_GE1,WORLD,NBOOK,SE	: 	: 	: 	19297509 
NR,TOTAL,N_GE1,WORLD,NBOOK,SI	1897354 	: 	: 	1872115 
NR,TOTAL,N_GE1,WORLD,NBOOK,SK	5202747 	: 	: 	3942391 
NR,TOTAL,N_GE1,WORLD,NPACK,AT	18279635 	: 	: 	16818134 
NR,TOTAL,N_GE1,WORLD,NPACK,BE	13605102 b	: 	: 	11332085 
NR,TOTAL,N_GE1,WORLD,NPACK,BG	5038831 	: 	: 	3435202 
NR,TOTAL,N_GE1,WORLD,NPACK,CH	: 	: 	18572250 	17392518 
NR,TOTAL,N_GE1,WORLD,NPACK,CY	2516438 	: 	: 	2260801 
NR,TOTAL,N_GE1,WORLD,NPACK,CZ	33509665 	: 	: 	30752205 
NR,TOTAL,N_GE1,WORLD,NPACK,DE	202889662 	: 	: 	194903602 
NR,TOTAL,N_GE1,WORLD,NPACK,DK	: 	: 	: 	29299649 
NR,TOTAL,N_GE1,WORLD,NPACK,EA	: 	: 	: 	735250060 e
NR,TOTAL,N_GE1,WORLD,NPACK,EE	4059212 	: 	: 	3778089 
NR,TOTAL,N_GE1,WORLD,NPACK,EL	: 	: 	: 	5968078 
NR,TOTAL,N_GE1,WORLD,NPACK,ES	146108979 	: 	: 	124078405 
NR,TOTAL,N_GE1,WORLD,NPACK,EU27	: 	: 	: 	1053006411 e
NR,TOTAL,N_GE1,WORLD,NPACK,EU28	: 	: 	: 	1060262100 e
NR,TOTAL,N_GE1,WORLD,NPACK,FI	37385877 	: 	: 	35284937 
NR,TOTAL,N_GE1,WORLD,NPACK,FR	210555845 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,NPACK,HR	: 	: 	: 	7463566 
NR,TOTAL,N_GE1,WORLD,NPACK,HU	16621242 	: 	: 	15904833 
NR,TOTAL,N_GE1,WORLD,NPACK,IE	13392155 	: 	: 	10591275 
NR,TOTAL,N_GE1,WORLD,NPACK,IT	53070997 	: 	: 	52320704 
NR,TOTAL,N_GE1,WORLD,NPACK,LT	4183181 	: 	: 	4200593 
NR,TOTAL,N_GE1,WORLD,NPACK,LU	: 	: 	: 	1684773 
NR,TOTAL,N_GE1,WORLD,NPACK,LV	: 	: 	: 	4357292 
NR,TOTAL,N_GE1,WORLD,NPACK,MT	742597 	: 	: 	446920 
NR,TOTAL,N_GE1,WORLD,NPACK,NL	40477683 	: 	: 	38265439 
NR,TOTAL,N_GE1,WORLD,NPACK,NO	21635058 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,NPACK,PL	56997969 	: 	: 	45887169 
NR,TOTAL,N_GE1,WORLD,NPACK,PT	17048809 	: 	: 	14023853 
NR,TOTAL,N_GE1,WORLD,NPACK,RO	17144894 	: 	: 	16467941 
NR,TOTAL,N_GE1,WORLD,NPACK,SE	: 	: 	: 	33955367 
NR,TOTAL,N_GE1,WORLD,NPACK,SI	4591160 	: 	: 	4259988 
NR,TOTAL,N_GE1,WORLD,NPACK,SK	10014436 	: 	: 	6408828 
NR,TOTAL,N_GE1,WORLD,PACK,AT	4805135 	: 	: 	5652103 
NR,TOTAL,N_GE1,WORLD,PACK,BE	1597114 b	: 	: 	1699188 
NR,TOTAL,N_GE1,WORLD,PACK,BG	424736 	: 	: 	338591 
NR,TOTAL,N_GE1,WORLD,PACK,CH	: 	: 	1573050 	1650629 
NR,TOTAL,N_GE1,WORLD,PACK,CY	282397 	: 	: 	234027 
NR,TOTAL,N_GE1,WORLD,PACK,CZ	2304972 	: 	: 	1940420 
NR,TOTAL,N_GE1,WORLD,PACK,DE	40687447 	: 	: 	42006345 
NR,TOTAL,N_GE1,WORLD,PACK,DK	: 	: 	: 	3018662 
NR,TOTAL,N_GE1,WORLD,PACK,EA	: 	: 	: 	79679838 e
NR,TOTAL,N_GE1,WORLD,PACK,EE	496943 	: 	: 	219754 
NR,TOTAL,N_GE1,WORLD,PACK,EL	: 	: 	: 	366384 
NR,TOTAL,N_GE1,WORLD,PACK,ES	6598832 	: 	: 	3854910 
NR,TOTAL,N_GE1,WORLD,PACK,EU27	: 	: 	: 	109431647 e
NR,TOTAL,N_GE1,WORLD,PACK,EU28	: 	: 	: 	110110446 e
NR,TOTAL,N_GE1,WORLD,PACK,FI	2147686 	: 	: 	2320219 
NR,TOTAL,N_GE1,WORLD,PACK,FR	10218964 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PACK,HR	: 	: 	: 	709867 
NR,TOTAL,N_GE1,WORLD,PACK,HU	1986749 	: 	: 	1412410 
NR,TOTAL,N_GE1,WORLD,PACK,IE	1164226 	: 	: 	1318842 
NR,TOTAL,N_GE1,WORLD,PACK,IT	3350191 	: 	: 	2672086 
NR,TOTAL,N_GE1,WORLD,PACK,LT	376625 	: 	: 	237239 
NR,TOTAL,N_GE1,WORLD,PACK,LU	: 	: 	: 	160538 
NR,TOTAL,N_GE1,WORLD,PACK,LV	: 	: 	: 	262578 
NR,TOTAL,N_GE1,WORLD,PACK,MT	64467 	: 	: 	63270 
NR,TOTAL,N_GE1,WORLD,PACK,NL	4496751 	: 	: 	4014077 
NR,TOTAL,N_GE1,WORLD,PACK,NO	1632679 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PACK,PL	912467 	: 	: 	2742634 
NR,TOTAL,N_GE1,WORLD,PACK,PT	424763 	: 	: 	631917 
NR,TOTAL,N_GE1,WORLD,PACK,RO	757506 	: 	: 	918560 
NR,TOTAL,N_GE1,WORLD,PACK,SE	: 	: 	: 	5007811 
NR,TOTAL,N_GE1,WORLD,PACK,SI	234239 	: 	: 	270539 
NR,TOTAL,N_GE1,WORLD,PACK,SK	955398 	: 	: 	929545 
NR,TOTAL,N_GE1,WORLD,TOTAL,AT	23084770 	: 	: 	22470237 
NR,TOTAL,N_GE1,WORLD,TOTAL,BE	15202217 b	: 	: 	13031273 
NR,TOTAL,N_GE1,WORLD,TOTAL,BG	5463567 	: 	: 	3773793 
NR,TOTAL,N_GE1,WORLD,TOTAL,CH	: 	: 	20145301 	19043147 
NR,TOTAL,N_GE1,WORLD,TOTAL,CY	2798836 	: 	: 	2494828 
NR,TOTAL,N_GE1,WORLD,TOTAL,CZ	35814637 	: 	: 	32692625 
NR,TOTAL,N_GE1,WORLD,TOTAL,DE	243577109 	: 	: 	236909947 
NR,TOTAL,N_GE1,WORLD,TOTAL,DK	: 	: 	: 	32318311 
NR,TOTAL,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	814929898 e
NR,TOTAL,N_GE1,WORLD,TOTAL,EE	4556155 	: 	: 	3997842 
NR,TOTAL,N_GE1,WORLD,TOTAL,EL	: 	: 	: 	6334462 
NR,TOTAL,N_GE1,WORLD,TOTAL,ES	152707811 	: 	: 	127933315 
NR,TOTAL,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	1162438059 e
NR,TOTAL,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	1170372546 e
NR,TOTAL,N_GE1,WORLD,TOTAL,FI	39533564 	: 	: 	37605157 
NR,TOTAL,N_GE1,WORLD,TOTAL,FR	220774809 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,TOTAL,HR	: 	: 	: 	8173433 
NR,TOTAL,N_GE1,WORLD,TOTAL,HU	18607991 	: 	: 	17317243 
NR,TOTAL,N_GE1,WORLD,TOTAL,IE	14556381 	: 	: 	11910117 
NR,TOTAL,N_GE1,WORLD,TOTAL,IT	56421187 	: 	: 	54992790 
NR,TOTAL,N_GE1,WORLD,TOTAL,LT	4559806 	: 	: 	4437832 
NR,TOTAL,N_GE1,WORLD,TOTAL,LU	: 	: 	: 	1845310 
NR,TOTAL,N_GE1,WORLD,TOTAL,LV	: 	4319804 	: 	4619870 
NR,TOTAL,N_GE1,WORLD,TOTAL,MT	807065 	703909 	599802 	510190 
NR,TOTAL,N_GE1,WORLD,TOTAL,NL	44974434 	: 	: 	42279516 
NR,TOTAL,N_GE1,WORLD,TOTAL,NO	23267737 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,TOTAL,PL	57910436 	: 	: 	48629803 
NR,TOTAL,N_GE1,WORLD,TOTAL,PT	17473572 	: 	: 	14655770 
NR,TOTAL,N_GE1,WORLD,TOTAL,RO	17902401 	: 	: 	17386501 
NR,TOTAL,N_GE1,WORLD,TOTAL,SE	: 	: 	: 	38963178 
NR,TOTAL,N_GE1,WORLD,TOTAL,SI	4825399 	: 	: 	4530527 
NR,TOTAL,N_GE1,WORLD,TOTAL,SK	10969834 	: 	: 	7338373 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,AT	2910016 	: 	: 	3149418 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,BE	2071180 b	: 	: 	2390788 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,BG	309422 	: 	: 	244554 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,CH	: 	: 	2053925 	2210427 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,CY	461686 	: 	: 	712839 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,CZ	2278305 	: 	: 	1701243 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,DE	34387927 	: 	: 	33019901 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,DK	: 	: 	: 	3279522 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,EA	: 	: 	: 	121136631 e
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,EE	430168 	: 	: 	306225 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,EL	: 	: 	: 	672819 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,ES	10599226 	: 	: 	4654697 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,EU27	: 	: 	: 	159666192 e
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,EU28	: 	: 	: 	160576121 e
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,FI	4268773 	: 	: 	3934539 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,FR	104328687 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,HR	: 	: 	: 	965382 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,HU	870178 	: 	: 	614845 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,IE	1118951 	: 	: 	1045795 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,IT	5190925 	: 	: 	5090844 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,LT	604757 	: 	: 	260336 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,LU	: 	: 	: 	147979 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,LV	: 	: 	: 	254131 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,MT	170256 	: 	: 	119468 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,NL	7131038 	: 	: 	5975861 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,PL	1062487 	: 	: 	2968749 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,PT	734270 	: 	: 	1293048 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,RO	509221 	: 	: 	641571 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,SE	: 	: 	: 	8323985 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,SI	322612 	: 	: 	333163 
NR,TOTAL,N_GE1,WORLD,TRA_TO_TA,SK	804537 	: 	: 	660272 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,AT	4761024 	: 	: 	4272437 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,BE	4179967 b	: 	: 	3188698 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,BG	128400 	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,TRA_WEB,CH	: 	: 	4930288 	4271981 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,CY	976394 	: 	: 	725056 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,CZ	2308741 	: 	: 	994531 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,DE	70902868 	: 	: 	56637406 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,DK	: 	: 	: 	19982856 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,EA	: 	: 	: 	145018556 e
NR,TOTAL,N_GE1,WORLD,TRA_WEB,EE	1019210 	: 	: 	913068 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,EL	: 	: 	: 	534253 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,ES	17120489 	: 	: 	4026077 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,EU27	: 	: 	: 	208433114 e
NR,TOTAL,N_GE1,WORLD,TRA_WEB,EU28	: 	: 	: 	208840013 e
NR,TOTAL,N_GE1,WORLD,TRA_WEB,FI	12673917 	: 	: 	9441471 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,FR	41410614 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,HR	: 	: 	: 	577534 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,HU	1657606 	: 	: 	934534 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,IE	5756683 	: 	: 	4472298 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,IT	12539504 	: 	: 	9725410 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,LT	1160414 	: 	: 	697746 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,LU	: 	: 	: 	543384 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,LV	: 	: 	: 	463709 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,MT	419271 	: 	: 	199161 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,NL	8928092 	: 	: 	7241141 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,PL	4564097 	: 	: 	2362222 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,PT	1357331 	: 	: 	888133 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,RO	234182 	: 	: 	211239 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,SE	: 	: 	: 	11330207 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,SI	299300 	: 	: 	267247 
NR,TOTAL,N_GE1,WORLD,TRA_WEB,SK	756725 	: 	: 	303652 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,AT	397344 	: 	: 	277777 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,BE	61939 bu	: 	: 	83608 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,BG	174036 	: 	: 	70214 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,CH	: 	: 	: u	: u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,CY	13703 u	: 	: 	19727 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,CZ	268592 	: 	: 	173958 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,DE	4144753 	: 	: 	4495301 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,DK	: 	: 	: 	145258 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,EA	: 	: 	: 	35456056 e
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,EE	: c	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,EL	: 	: 	: 	153038 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,ES	7155561 	: 	: 	2526002 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,EU27	: 	: 	: 	42828160 e
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,EU28	: 	: 	: 	42836941 e
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,FI	214233 	: 	: 	168549 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,FR	1219982 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,HR	: 	: 	: 	53256 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,HU	37445 u	: 	: 	63940 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,IE	51481 u	: 	: 	41480 u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,IT	1705316 	: 	: 	1366779 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,LT	6111 u	: 	: 	67347 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,LU	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,MT	4255 u	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,NL	1636909 	: 	: 	1018623 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,PL	103034 	: 	: 	365223 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,PT	153530 	: 	: 	337525 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,RO	631788 	: 	: 	615461 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,SE	: 	: 	: 	441827 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,SI	36235 u	: 	: 	44294 
NR,TOTAL,N_GE4,DOM,ACC_TO_TA,SK	: c	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_WEB,AT	1217460 	: 	: 	975514 
NR,TOTAL,N_GE4,DOM,ACC_WEB,BE	252338 b	: 	: 	278455 
NR,TOTAL,N_GE4,DOM,ACC_WEB,BG	126343 	: 	: 	79084 
NR,TOTAL,N_GE4,DOM,ACC_WEB,CH	: 	: 	529746 	627685 
NR,TOTAL,N_GE4,DOM,ACC_WEB,CY	33176 	: 	: 	24525 u
NR,TOTAL,N_GE4,DOM,ACC_WEB,CZ	1575292 	: 	: 	1088729 
NR,TOTAL,N_GE4,DOM,ACC_WEB,DE	19040569 	: 	: 	18697608 
NR,TOTAL,N_GE4,DOM,ACC_WEB,DK	: 	: 	: 	693329 
NR,TOTAL,N_GE4,DOM,ACC_WEB,EA	: 	: 	: 	50713219 e
NR,TOTAL,N_GE4,DOM,ACC_WEB,EE	44211 u	: 	: 	26248 u
NR,TOTAL,N_GE4,DOM,ACC_WEB,EL	: 	: 	: 	415961 
NR,TOTAL,N_GE4,DOM,ACC_WEB,ES	6340583 	: 	: 	3300021 
NR,TOTAL,N_GE4,DOM,ACC_WEB,EU27	: 	: 	: 	64704774 e
NR,TOTAL,N_GE4,DOM,ACC_WEB,EU28	: 	: 	: 	64745139 e
NR,TOTAL,N_GE4,DOM,ACC_WEB,FI	721699 	: 	: 	538737 
NR,TOTAL,N_GE4,DOM,ACC_WEB,FR	14424791 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,ACC_WEB,HR	: 	: 	: 	104149 
NR,TOTAL,N_GE4,DOM,ACC_WEB,HU	1017685 	: 	: 	1002571 
NR,TOTAL,N_GE4,DOM,ACC_WEB,IE	250914 	: 	: 	209546 
NR,TOTAL,N_GE4,DOM,ACC_WEB,IT	5350026 	: 	: 	3718258 
NR,TOTAL,N_GE4,DOM,ACC_WEB,LT	68863 	: 	: 	13582 
NR,TOTAL,N_GE4,DOM,ACC_WEB,LU	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_WEB,LV	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,ACC_WEB,MT	11130 	: 	: 	4114 u
NR,TOTAL,N_GE4,DOM,ACC_WEB,NL	1575702 	: 	: 	2843491 
NR,TOTAL,N_GE4,DOM,ACC_WEB,PL	4276839 	: 	: 	2216018 
NR,TOTAL,N_GE4,DOM,ACC_WEB,PT	580839 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,ACC_WEB,RO	292809 	: 	: 	187921 
NR,TOTAL,N_GE4,DOM,ACC_WEB,SE	: 	: 	: 	491967 
NR,TOTAL,N_GE4,DOM,ACC_WEB,SI	57241 	: 	: 	58196 
NR,TOTAL,N_GE4,DOM,ACC_WEB,SK	347651 u	: 	: 	249550 u
NR,TOTAL,N_GE4,DOM,DIRECT,AT	2184973 	: 	: 	2057566 
NR,TOTAL,N_GE4,DOM,DIRECT,BE	453912 b	: 	: 	471985 
NR,TOTAL,N_GE4,DOM,DIRECT,BG	1332498 	: 	: 	767847 
NR,TOTAL,N_GE4,DOM,DIRECT,CH	: 	: 	: u	: u
NR,TOTAL,N_GE4,DOM,DIRECT,CY	: c	: 	: 	66746 
NR,TOTAL,N_GE4,DOM,DIRECT,CZ	2868994 	: 	: 	1894651 
NR,TOTAL,N_GE4,DOM,DIRECT,DE	37405834 	: 	: 	37298669 
NR,TOTAL,N_GE4,DOM,DIRECT,DK	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,DIRECT,EA	: 	: 	: 	110959604 e
NR,TOTAL,N_GE4,DOM,DIRECT,EE	109400 u	: 	: 	13438 u
NR,TOTAL,N_GE4,DOM,DIRECT,EL	: 	: 	: 	225381 
NR,TOTAL,N_GE4,DOM,DIRECT,ES	9365505 	: 	: 	9154348 
NR,TOTAL,N_GE4,DOM,DIRECT,EU27	: 	: 	: 	138274001 e
NR,TOTAL,N_GE4,DOM,DIRECT,EU28	: 	: 	: 	138302890 e
NR,TOTAL,N_GE4,DOM,DIRECT,FI	1038960 	: 	: 	903495 
NR,TOTAL,N_GE4,DOM,DIRECT,FR	: u	: 	: 	: 
NR,TOTAL,N_GE4,DOM,DIRECT,HR	: 	: 	: 	172412 
NR,TOTAL,N_GE4,DOM,DIRECT,HU	1392801 	: 	: 	1397442 
NR,TOTAL,N_GE4,DOM,DIRECT,IE	517536 	: 	: 	457678 
NR,TOTAL,N_GE4,DOM,DIRECT,IT	12081032 	: 	: 	10102227 
NR,TOTAL,N_GE4,DOM,DIRECT,LU	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,DIRECT,LV	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,DIRECT,MT	25960 	: 	: 	10845 
NR,TOTAL,N_GE4,DOM,DIRECT,NL	2103374 	: 	: 	4034518 
NR,TOTAL,N_GE4,DOM,DIRECT,PL	7738013 	: 	: 	4456252 
NR,TOTAL,N_GE4,DOM,DIRECT,PT	1281436 	: 	: 	682519 
NR,TOTAL,N_GE4,DOM,DIRECT,RO	659626 	: 	: 	364811 
NR,TOTAL,N_GE4,DOM,DIRECT,SE	: 	: 	: 	838304 
NR,TOTAL,N_GE4,DOM,DIRECT,SI	208972 	: 	: 	202320 
NR,TOTAL,N_GE4,DOM,DIRECT,SK	817983 	: 	: 	519348 
NR,TOTAL,N_GE4,DOM,NBOOK,AT	590195 	: 	: 	595138 
NR,TOTAL,N_GE4,DOM,NBOOK,BE	267837 b	: 	: 	224743 
NR,TOTAL,N_GE4,DOM,NBOOK,BG	327496 	: 	: 	302835 
NR,TOTAL,N_GE4,DOM,NBOOK,CH	: 	: 	1836917 	2156680 
NR,TOTAL,N_GE4,DOM,NBOOK,CY	203316 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,NBOOK,CZ	4931898 	: 	: 	5728114 
NR,TOTAL,N_GE4,DOM,NBOOK,DE	5728483 	: 	: 	7321663 
NR,TOTAL,N_GE4,DOM,NBOOK,DK	: 	: 	: 	2829860 
NR,TOTAL,N_GE4,DOM,NBOOK,EA	: 	: 	: 	47469894 e
NR,TOTAL,N_GE4,DOM,NBOOK,EE	189073 	: 	: 	222282 
NR,TOTAL,N_GE4,DOM,NBOOK,EL	: 	: 	: 	1553497 
NR,TOTAL,N_GE4,DOM,NBOOK,ES	15384739 	: 	: 	20320690 
NR,TOTAL,N_GE4,DOM,NBOOK,EU27	: 	: 	: 	90350411 e
NR,TOTAL,N_GE4,DOM,NBOOK,EU28	: 	: 	: 	92084454 e
NR,TOTAL,N_GE4,DOM,NBOOK,FI	4224859 	: 	: 	4333808 
NR,TOTAL,N_GE4,DOM,NBOOK,FR	2350209 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,NBOOK,HR	: 	: 	: 	1612052 
NR,TOTAL,N_GE4,DOM,NBOOK,HU	1491602 	: 	: 	1816448 
NR,TOTAL,N_GE4,DOM,NBOOK,IE	592896 	: 	: 	557747 
NR,TOTAL,N_GE4,DOM,NBOOK,IT	6136528 	: 	: 	6550286 
NR,TOTAL,N_GE4,DOM,NBOOK,LT	418224 	: 	: 	414554 
NR,TOTAL,N_GE4,DOM,NBOOK,LV	: 	: 	: 	469702 
NR,TOTAL,N_GE4,DOM,NBOOK,MT	9931 u	: 	: 	13238 
NR,TOTAL,N_GE4,DOM,NBOOK,NL	2871940 	: 	: 	1574829 
NR,TOTAL,N_GE4,DOM,NBOOK,PL	6506968 	: 	: 	10200477 
NR,TOTAL,N_GE4,DOM,NBOOK,PT	2456928 	: 	: 	2196260 
NR,TOTAL,N_GE4,DOM,NBOOK,RO	4370151 	: 	: 	4990706 
NR,TOTAL,N_GE4,DOM,NBOOK,SE	: 	: 	: 	4671539 
NR,TOTAL,N_GE4,DOM,NBOOK,SI	63810 u	: 	: 	82141 
NR,TOTAL,N_GE4,DOM,NBOOK,SK	833451 	: 	: 	785370 
NR,TOTAL,N_GE4,DOM,NPACK,AT	2718506 	: 	: 	2445071 
NR,TOTAL,N_GE4,DOM,NPACK,BE	781629 b	: 	: 	763998 
NR,TOTAL,N_GE4,DOM,NPACK,BG	1760054 	: 	: 	1097171 
NR,TOTAL,N_GE4,DOM,NPACK,CH	: 	: 	2062391 	2365558 
NR,TOTAL,N_GE4,DOM,NPACK,CY	202981 	: 	: 	295019 
NR,TOTAL,N_GE4,DOM,NPACK,CZ	8101039 	: 	: 	7733548 
NR,TOTAL,N_GE4,DOM,NPACK,DE	41423444 	: 	: 	42997490 
NR,TOTAL,N_GE4,DOM,NPACK,DK	: 	: 	: 	2997234 
NR,TOTAL,N_GE4,DOM,NPACK,EA	: 	: 	: 	202233292 e
NR,TOTAL,N_GE4,DOM,NPACK,EE	301571 	: 	: 	236236 
NR,TOTAL,N_GE4,DOM,NPACK,EL	: 	: 	: 	3747276 
NR,TOTAL,N_GE4,DOM,NPACK,ES	32417384 	: 	: 	30789763 
NR,TOTAL,N_GE4,DOM,NPACK,EU27	: 	: 	: 	280579662 e
NR,TOTAL,N_GE4,DOM,NPACK,EU28	: 	: 	: 	282369116 e
NR,TOTAL,N_GE4,DOM,NPACK,FI	5511520 	: 	: 	5378493 
NR,TOTAL,N_GE4,DOM,NPACK,FR	76512915 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,NPACK,HR	: 	: 	: 	1862943 
NR,TOTAL,N_GE4,DOM,NPACK,HU	2884403 	: 	: 	3213890 
NR,TOTAL,N_GE4,DOM,NPACK,IE	1155521 	: 	: 	1039450 
NR,TOTAL,N_GE4,DOM,NPACK,IT	19812699 	: 	: 	18175506 
NR,TOTAL,N_GE4,DOM,NPACK,LT	424336 	: 	: 	483660 
NR,TOTAL,N_GE4,DOM,NPACK,LU	: 	: 	: 	: u
NR,TOTAL,N_GE4,DOM,NPACK,LV	: 	: 	: 	475451 
NR,TOTAL,N_GE4,DOM,NPACK,MT	42825 	: 	: 	25727 
NR,TOTAL,N_GE4,DOM,NPACK,NL	6869008 	: 	: 	6963132 
NR,TOTAL,N_GE4,DOM,NPACK,NO	3985261 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,NPACK,PL	17916224 	: 	: 	14784835 
NR,TOTAL,N_GE4,DOM,NPACK,PT	3894181 	: 	: 	3243334 
NR,TOTAL,N_GE4,DOM,NPACK,RO	5301685 	: 	: 	5542173 
NR,TOTAL,N_GE4,DOM,NPACK,SE	: 	: 	: 	6448410 
NR,TOTAL,N_GE4,DOM,NPACK,SI	301231 	: 	: 	321047 
NR,TOTAL,N_GE4,DOM,NPACK,SK	1674920 	: 	: 	1323851 
NR,TOTAL,N_GE4,DOM,PACK,AT	653973 	: 	: 	675696 
